ds,base,quote,region,rate,source,rate_type,side
2015-01-11,USD,YER,HODEIDAH,263.47,goldvision_synthetic,buy,both
2015-01-11,USD,YER,HODEIDAH,262.16,goldvision_synthetic,mid,both
2015-01-11,USD,YER,TAIZ,254.36,goldvision_synthetic,sell,both
2015-01-11,USD,YER,TAIZ,256.92,goldvision_synthetic,buy,both
2015-01-11,USD,YER,TAIZ,255.64,goldvision_synthetic,mid,both
2015-01-11,USD,YER,ADEN,261.56,goldvision_synthetic,buy,both
2015-01-11,USD,YER,ADEN,260.26,goldvision_synthetic,mid,both
2015-01-11,USD,YER,SANA,257.43,goldvision_synthetic,sell,both
2015-01-11,USD,YER,SANA,260.01,goldvision_synthetic,buy,both
2015-01-11,USD,YER,SANA,258.72,goldvision_synthetic,mid,both
2015-01-11,USD,YER,ADEN,258.96,goldvision_synthetic,sell,both
2015-01-12,USD,YER,TAIZ,270.69,goldvision_synthetic,mid,both
2015-01-12,USD,YER,HODEIDAH,271.93,goldvision_synthetic,buy,both
2015-01-12,USD,YER,HODEIDAH,270.57,goldvision_synthetic,mid,both
2015-01-12,USD,YER,TAIZ,269.34,goldvision_synthetic,sell,both
2015-01-12,USD,YER,TAIZ,272.04,goldvision_synthetic,buy,both
2015-01-12,USD,YER,HODEIDAH,269.22,goldvision_synthetic,sell,both
2015-01-12,USD,YER,ADEN,269.22,goldvision_synthetic,sell,both
2015-01-12,USD,YER,ADEN,270.57,goldvision_synthetic,mid,both
2015-01-12,USD,YER,SANA,272.47,goldvision_synthetic,mid,both
2015-01-12,USD,YER,ADEN,271.92,goldvision_synthetic,buy,both
2015-01-12,USD,YER,SANA,271.11,goldvision_synthetic,sell,both
2015-01-12,USD,YER,SANA,273.83,goldvision_synthetic,buy,both
2015-01-13,USD,YER,HODEIDAH,266.95,goldvision_synthetic,sell,both
2015-01-13,USD,YER,HODEIDAH,269.63,goldvision_synthetic,buy,both
2015-01-13,USD,YER,HODEIDAH,268.29,goldvision_synthetic,mid,both
2015-01-13,USD,YER,TAIZ,265.04,goldvision_synthetic,sell,both
2015-01-13,USD,YER,TAIZ,266.37,goldvision_synthetic,mid,both
2015-01-13,USD,YER,TAIZ,267.7,goldvision_synthetic,buy,both
2015-01-13,USD,YER,ADEN,269.63,goldvision_synthetic,buy,both
2015-01-13,USD,YER,ADEN,268.29,goldvision_synthetic,mid,both
2015-01-13,USD,YER,SANA,258.76,goldvision_synthetic,sell,both
2015-01-13,USD,YER,SANA,261.36,goldvision_synthetic,buy,both
2015-01-13,USD,YER,SANA,260.06,goldvision_synthetic,mid,both
2015-01-13,USD,YER,ADEN,266.95,goldvision_synthetic,sell,both
2015-01-14,USD,YER,HODEIDAH,236.01,goldvision_synthetic,sell,both
2015-01-14,USD,YER,HODEIDAH,238.38,goldvision_synthetic,buy,both
2015-01-14,USD,YER,HODEIDAH,237.2,goldvision_synthetic,mid,both
2015-01-14,USD,YER,TAIZ,231.48,goldvision_synthetic,sell,both
2015-01-14,USD,YER,TAIZ,233.81,goldvision_synthetic,buy,both
2015-01-14,USD,YER,TAIZ,232.64,goldvision_synthetic,mid,both
2015-01-14,USD,YER,ADEN,238.87,goldvision_synthetic,buy,both
2015-01-14,USD,YER,ADEN,237.68,goldvision_synthetic,mid,both
2015-01-14,USD,YER,SANA,234.97,goldvision_synthetic,sell,both
2015-01-14,USD,YER,SANA,237.33,goldvision_synthetic,buy,both
2015-01-14,USD,YER,SANA,236.15,goldvision_synthetic,mid,both
2015-01-14,USD,YER,ADEN,236.5,goldvision_synthetic,sell,both
2015-01-15,USD,YER,HODEIDAH,251.48,goldvision_synthetic,sell,both
2015-01-15,USD,YER,HODEIDAH,254.01,goldvision_synthetic,buy,both
2015-01-15,USD,YER,HODEIDAH,252.74,goldvision_synthetic,mid,both
2015-01-15,USD,YER,TAIZ,253.7,goldvision_synthetic,sell,both
2015-01-15,USD,YER,TAIZ,256.25,goldvision_synthetic,buy,both
2015-01-15,USD,YER,TAIZ,254.98,goldvision_synthetic,mid,both
2015-01-15,USD,YER,ADEN,248.55,goldvision_synthetic,sell,both
2015-01-15,USD,YER,ADEN,249.8,goldvision_synthetic,mid,both
2015-01-15,USD,YER,SANA,246.96,goldvision_synthetic,sell,both
2015-01-15,USD,YER,SANA,249.44,goldvision_synthetic,buy,both
2015-01-15,USD,YER,SANA,248.2,goldvision_synthetic,mid,both
2015-01-15,USD,YER,ADEN,251.05,goldvision_synthetic,buy,both
2015-01-16,USD,YER,TAIZ,250.05,goldvision_synthetic,buy,both
2015-01-16,USD,YER,HODEIDAH,251.22,goldvision_synthetic,sell,both
2015-01-16,USD,YER,HODEIDAH,253.74,goldvision_synthetic,buy,both
2015-01-16,USD,YER,HODEIDAH,252.48,goldvision_synthetic,mid,both
2015-01-16,USD,YER,TAIZ,247.57,goldvision_synthetic,sell,both
2015-01-16,USD,YER,TAIZ,248.81,goldvision_synthetic,mid,both
2015-01-16,USD,YER,SANA,246.13,goldvision_synthetic,sell,both
2015-01-16,USD,YER,ADEN,253.95,goldvision_synthetic,buy,both
2015-01-16,USD,YER,ADEN,252.69,goldvision_synthetic,mid,both
2015-01-16,USD,YER,ADEN,251.42,goldvision_synthetic,sell,both
2015-01-16,USD,YER,SANA,248.6,goldvision_synthetic,buy,both
2015-01-16,USD,YER,SANA,247.36,goldvision_synthetic,mid,both
2015-01-17,USD,YER,HODEIDAH,249.29,goldvision_synthetic,buy,both
2015-01-17,USD,YER,HODEIDAH,248.05,goldvision_synthetic,mid,both
2015-01-17,USD,YER,TAIZ,250.79,goldvision_synthetic,sell,both
2015-01-17,USD,YER,TAIZ,253.31,goldvision_synthetic,buy,both
2015-01-17,USD,YER,TAIZ,252.05,goldvision_synthetic,mid,both
2015-01-17,USD,YER,HODEIDAH,246.81,goldvision_synthetic,sell,both
2015-01-17,USD,YER,ADEN,249.81,goldvision_synthetic,buy,both
2015-01-17,USD,YER,ADEN,248.57,goldvision_synthetic,mid,both
2015-01-17,USD,YER,SANA,251.1,goldvision_synthetic,sell,both
2015-01-17,USD,YER,SANA,253.63,goldvision_synthetic,buy,both
2015-01-17,USD,YER,SANA,252.37,goldvision_synthetic,mid,both
2015-01-17,USD,YER,ADEN,247.33,goldvision_synthetic,sell,both
2015-01-18,USD,YER,HODEIDAH,244.36,goldvision_synthetic,sell,both
2015-01-18,USD,YER,HODEIDAH,246.82,goldvision_synthetic,buy,both
2015-01-18,USD,YER,HODEIDAH,245.59,goldvision_synthetic,mid,both
2015-01-18,USD,YER,TAIZ,249.8,goldvision_synthetic,sell,both
2015-01-18,USD,YER,TAIZ,252.31,goldvision_synthetic,buy,both
2015-01-18,USD,YER,TAIZ,251.05,goldvision_synthetic,mid,both
2015-01-18,USD,YER,ADEN,245.57,goldvision_synthetic,sell,both
2015-01-18,USD,YER,ADEN,246.81,goldvision_synthetic,mid,both
2015-01-18,USD,YER,SANA,245.31,goldvision_synthetic,sell,both
2015-01-18,USD,YER,SANA,247.77,goldvision_synthetic,buy,both
2015-01-18,USD,YER,SANA,246.54,goldvision_synthetic,mid,both
2015-01-18,USD,YER,ADEN,248.04,goldvision_synthetic,buy,both
2015-01-19,USD,YER,TAIZ,242.98,goldvision_synthetic,buy,both
2015-01-19,USD,YER,HODEIDAH,242.08,goldvision_synthetic,buy,both
2015-01-19,USD,YER,HODEIDAH,240.88,goldvision_synthetic,mid,both
2015-01-19,USD,YER,TAIZ,240.56,goldvision_synthetic,sell,both
2015-01-19,USD,YER,TAIZ,241.77,goldvision_synthetic,mid,both
2015-01-19,USD,YER,HODEIDAH,239.67,goldvision_synthetic,sell,both
2015-01-19,USD,YER,ADEN,242.95,goldvision_synthetic,buy,both
2015-01-19,USD,YER,SANA,246.12,goldvision_synthetic,mid,both
2015-01-19,USD,YER,SANA,247.35,goldvision_synthetic,buy,both
2015-01-19,USD,YER,ADEN,240.53,goldvision_synthetic,sell,both
2015-01-19,USD,YER,ADEN,241.74,goldvision_synthetic,mid,both
2015-01-19,USD,YER,SANA,244.89,goldvision_synthetic,sell,both
2015-01-20,USD,YER,HODEIDAH,254.3,goldvision_synthetic,sell,both
2015-01-20,USD,YER,HODEIDAH,256.86,goldvision_synthetic,buy,both
2015-01-20,USD,YER,HODEIDAH,255.58,goldvision_synthetic,mid,both
2015-01-20,USD,YER,TAIZ,259.91,goldvision_synthetic,sell,both
2015-01-20,USD,YER,TAIZ,261.22,goldvision_synthetic,mid,both
2015-01-20,USD,YER,TAIZ,262.53,goldvision_synthetic,buy,both
2015-01-20,USD,YER,ADEN,262.34,goldvision_synthetic,buy,both
2015-01-20,USD,YER,ADEN,261.03,goldvision_synthetic,mid,both
2015-01-20,USD,YER,SANA,257.41,goldvision_synthetic,sell,both
2015-01-20,USD,YER,SANA,260.0,goldvision_synthetic,buy,both
2015-01-20,USD,YER,SANA,258.7,goldvision_synthetic,mid,both
2015-01-20,USD,YER,ADEN,259.73,goldvision_synthetic,sell,both
2015-01-21,USD,YER,HODEIDAH,239.27,goldvision_synthetic,sell,both
2015-01-21,USD,YER,HODEIDAH,241.67,goldvision_synthetic,buy,both
2015-01-21,USD,YER,HODEIDAH,240.47,goldvision_synthetic,mid,both
2015-01-21,USD,YER,TAIZ,246.46,goldvision_synthetic,sell,both
2015-01-21,USD,YER,TAIZ,248.93,goldvision_synthetic,buy,both
2015-01-21,USD,YER,TAIZ,247.7,goldvision_synthetic,mid,both
2015-01-21,USD,YER,ADEN,241.09,goldvision_synthetic,sell,both
2015-01-21,USD,YER,ADEN,242.3,goldvision_synthetic,mid,both
2015-01-21,USD,YER,SANA,239.39,goldvision_synthetic,sell,both
2015-01-21,USD,YER,SANA,241.79,goldvision_synthetic,buy,both
2015-01-21,USD,YER,SANA,240.59,goldvision_synthetic,mid,both
2015-01-21,USD,YER,ADEN,243.51,goldvision_synthetic,buy,both
2015-01-22,USD,YER,HODEIDAH,245.05,goldvision_synthetic,sell,both
2015-01-22,USD,YER,HODEIDAH,247.51,goldvision_synthetic,buy,both
2015-01-22,USD,YER,HODEIDAH,246.28,goldvision_synthetic,mid,both
2015-01-22,USD,YER,TAIZ,243.13,goldvision_synthetic,sell,both
2015-01-22,USD,YER,TAIZ,245.58,goldvision_synthetic,buy,both
2015-01-22,USD,YER,TAIZ,244.35,goldvision_synthetic,mid,both
2015-01-22,USD,YER,ADEN,245.18,goldvision_synthetic,sell,both
2015-01-22,USD,YER,ADEN,246.42,goldvision_synthetic,mid,both
2015-01-22,USD,YER,SANA,240.8,goldvision_synthetic,sell,both
2015-01-22,USD,YER,SANA,243.22,goldvision_synthetic,buy,both
2015-01-22,USD,YER,SANA,242.01,goldvision_synthetic,mid,both
2015-01-22,USD,YER,ADEN,247.65,goldvision_synthetic,buy,both
2015-01-23,USD,YER,TAIZ,251.44,goldvision_synthetic,buy,both
2015-01-23,USD,YER,HODEIDAH,252.06,goldvision_synthetic,buy,both
2015-01-23,USD,YER,HODEIDAH,250.81,goldvision_synthetic,mid,both
2015-01-23,USD,YER,TAIZ,248.93,goldvision_synthetic,sell,both
2015-01-23,USD,YER,TAIZ,250.18,goldvision_synthetic,mid,both
2015-01-23,USD,YER,HODEIDAH,249.55,goldvision_synthetic,sell,both
2015-01-23,USD,YER,ADEN,245.25,goldvision_synthetic,buy,both
2015-01-23,USD,YER,SANA,249.23,goldvision_synthetic,mid,both
2015-01-23,USD,YER,SANA,250.48,goldvision_synthetic,buy,both
2015-01-23,USD,YER,ADEN,242.81,goldvision_synthetic,sell,both
2015-01-23,USD,YER,ADEN,244.03,goldvision_synthetic,mid,both
2015-01-23,USD,YER,SANA,247.98,goldvision_synthetic,sell,both
2015-01-24,USD,YER,HODEIDAH,260.5,goldvision_synthetic,sell,both
2015-01-24,USD,YER,HODEIDAH,263.12,goldvision_synthetic,buy,both
2015-01-24,USD,YER,HODEIDAH,261.81,goldvision_synthetic,mid,both
2015-01-24,USD,YER,TAIZ,252.75,goldvision_synthetic,sell,both
2015-01-24,USD,YER,TAIZ,254.02,goldvision_synthetic,mid,both
2015-01-24,USD,YER,TAIZ,255.29,goldvision_synthetic,buy,both
2015-01-24,USD,YER,ADEN,260.85,goldvision_synthetic,buy,both
2015-01-24,USD,YER,ADEN,259.55,goldvision_synthetic,mid,both
2015-01-24,USD,YER,SANA,253.92,goldvision_synthetic,sell,both
2015-01-24,USD,YER,SANA,256.47,goldvision_synthetic,buy,both
2015-01-24,USD,YER,SANA,255.19,goldvision_synthetic,mid,both
2015-01-24,USD,YER,ADEN,258.25,goldvision_synthetic,sell,both
2015-01-25,USD,YER,HODEIDAH,275.02,goldvision_synthetic,sell,both
2015-01-25,USD,YER,HODEIDAH,277.78,goldvision_synthetic,buy,both
2015-01-25,USD,YER,HODEIDAH,276.4,goldvision_synthetic,mid,both
2015-01-25,USD,YER,TAIZ,268.51,goldvision_synthetic,sell,both
2015-01-25,USD,YER,TAIZ,269.85,goldvision_synthetic,mid,both
2015-01-25,USD,YER,TAIZ,271.2,goldvision_synthetic,buy,both
2015-01-25,USD,YER,ADEN,270.34,goldvision_synthetic,buy,both
2015-01-25,USD,YER,SANA,274.95,goldvision_synthetic,mid,both
2015-01-25,USD,YER,SANA,276.32,goldvision_synthetic,buy,both
2015-01-25,USD,YER,ADEN,267.65,goldvision_synthetic,sell,both
2015-01-25,USD,YER,ADEN,269.0,goldvision_synthetic,mid,both
2015-01-25,USD,YER,SANA,273.57,goldvision_synthetic,sell,both
2015-01-26,USD,YER,HODEIDAH,238.73,goldvision_synthetic,sell,both
2015-01-26,USD,YER,HODEIDAH,241.13,goldvision_synthetic,buy,both
2015-01-26,USD,YER,HODEIDAH,239.93,goldvision_synthetic,mid,both
2015-01-26,USD,YER,TAIZ,245.2,goldvision_synthetic,sell,both
2015-01-26,USD,YER,TAIZ,246.43,goldvision_synthetic,mid,both
2015-01-26,USD,YER,TAIZ,247.66,goldvision_synthetic,buy,both
2015-01-26,USD,YER,ADEN,248.47,goldvision_synthetic,buy,both
2015-01-26,USD,YER,ADEN,247.23,goldvision_synthetic,mid,both
2015-01-26,USD,YER,SANA,242.16,goldvision_synthetic,sell,both
2015-01-26,USD,YER,SANA,244.6,goldvision_synthetic,buy,both
2015-01-26,USD,YER,SANA,243.38,goldvision_synthetic,mid,both
2015-01-26,USD,YER,ADEN,246.0,goldvision_synthetic,sell,both
2015-01-27,USD,YER,HODEIDAH,231.85,goldvision_synthetic,sell,both
2015-01-27,USD,YER,HODEIDAH,234.18,goldvision_synthetic,buy,both
2015-01-27,USD,YER,HODEIDAH,233.01,goldvision_synthetic,mid,both
2015-01-27,USD,YER,TAIZ,231.46,goldvision_synthetic,sell,both
2015-01-27,USD,YER,TAIZ,233.78,goldvision_synthetic,buy,both
2015-01-27,USD,YER,TAIZ,232.62,goldvision_synthetic,mid,both
2015-01-27,USD,YER,ADEN,231.7,goldvision_synthetic,sell,both
2015-01-27,USD,YER,ADEN,232.86,goldvision_synthetic,mid,both
2015-01-27,USD,YER,SANA,235.28,goldvision_synthetic,mid,both
2015-01-27,USD,YER,ADEN,234.03,goldvision_synthetic,buy,both
2015-01-27,USD,YER,SANA,234.1,goldvision_synthetic,sell,both
2015-01-27,USD,YER,SANA,236.46,goldvision_synthetic,buy,both
2015-01-28,USD,YER,HODEIDAH,252.74,goldvision_synthetic,sell,both
2015-01-28,USD,YER,HODEIDAH,255.28,goldvision_synthetic,buy,both
2015-01-28,USD,YER,HODEIDAH,254.01,goldvision_synthetic,mid,both
2015-01-28,USD,YER,TAIZ,248.91,goldvision_synthetic,sell,both
2015-01-28,USD,YER,ADEN,247.4,goldvision_synthetic,sell,both
2015-01-28,USD,YER,TAIZ,251.41,goldvision_synthetic,buy,both
2015-01-28,USD,YER,ADEN,248.64,goldvision_synthetic,mid,both
2015-01-28,USD,YER,SANA,246.06,goldvision_synthetic,sell,both
2015-01-28,USD,YER,SANA,248.54,goldvision_synthetic,buy,both
2015-01-28,USD,YER,SANA,247.3,goldvision_synthetic,mid,both
2015-01-28,USD,YER,ADEN,249.89,goldvision_synthetic,buy,both
2015-01-28,USD,YER,TAIZ,250.16,goldvision_synthetic,mid,both
2015-01-29,USD,YER,TAIZ,227.88,goldvision_synthetic,mid,both
2015-01-29,USD,YER,HODEIDAH,227.37,goldvision_synthetic,sell,both
2015-01-29,USD,YER,HODEIDAH,229.66,goldvision_synthetic,buy,both
2015-01-29,USD,YER,HODEIDAH,228.51,goldvision_synthetic,mid,both
2015-01-29,USD,YER,TAIZ,226.74,goldvision_synthetic,sell,both
2015-01-29,USD,YER,TAIZ,229.02,goldvision_synthetic,buy,both
2015-01-29,USD,YER,ADEN,224.21,goldvision_synthetic,sell,both
2015-01-29,USD,YER,ADEN,225.34,goldvision_synthetic,mid,both
2015-01-29,USD,YER,SANA,225.79,goldvision_synthetic,sell,both
2015-01-29,USD,YER,SANA,228.06,goldvision_synthetic,buy,both
2015-01-29,USD,YER,SANA,226.92,goldvision_synthetic,mid,both
2015-01-29,USD,YER,ADEN,226.46,goldvision_synthetic,buy,both
2015-01-30,USD,YER,HODEIDAH,228.25,goldvision_synthetic,sell,both
2015-01-30,USD,YER,HODEIDAH,230.54,goldvision_synthetic,buy,both
2015-01-30,USD,YER,HODEIDAH,229.4,goldvision_synthetic,mid,both
2015-01-30,USD,YER,TAIZ,231.87,goldvision_synthetic,sell,both
2015-01-30,USD,YER,TAIZ,234.2,goldvision_synthetic,buy,both
2015-01-30,USD,YER,TAIZ,233.04,goldvision_synthetic,mid,both
2015-01-30,USD,YER,ADEN,232.91,goldvision_synthetic,sell,both
2015-01-30,USD,YER,ADEN,234.08,goldvision_synthetic,mid,both
2015-01-30,USD,YER,SANA,231.6,goldvision_synthetic,sell,both
2015-01-30,USD,YER,SANA,233.93,goldvision_synthetic,buy,both
2015-01-30,USD,YER,SANA,232.77,goldvision_synthetic,mid,both
2015-01-30,USD,YER,ADEN,235.25,goldvision_synthetic,buy,both
2015-01-31,USD,YER,TAIZ,266.08,goldvision_synthetic,buy,both
2015-01-31,USD,YER,HODEIDAH,270.0,goldvision_synthetic,sell,both
2015-01-31,USD,YER,HODEIDAH,272.71,goldvision_synthetic,buy,both
2015-01-31,USD,YER,HODEIDAH,271.36,goldvision_synthetic,mid,both
2015-01-31,USD,YER,TAIZ,264.75,goldvision_synthetic,mid,both
2015-01-31,USD,YER,TAIZ,263.43,goldvision_synthetic,sell,both
2015-01-31,USD,YER,ADEN,271.38,goldvision_synthetic,buy,both
2015-01-31,USD,YER,ADEN,270.03,goldvision_synthetic,mid,both
2015-01-31,USD,YER,ADEN,268.68,goldvision_synthetic,sell,both
